merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,mcc_valid,settlement_account_valid,declared_avg_ticket_size_invalid_flag,declared_avg_ticket_size_parse_failure_flag,onboarding_date_parse_failure_flag,merchant_status_unmapped_flag
MCH3292,Ravi-Keer,,RETAIL,PRIVATE_LIMITED,JALANDHAR,PUNJAB,2023-11-21 00:00:00,,SUSPENDED,9611.45,False,False,False,False,False,False
MCH3616,Bakshi Group,,TRAVEL,PRIVATE_LIMITED,HYDERABAD,TELANGANA,2024-03-13 21:36:11,,ACTIVE,1136.19,False,False,False,False,False,False
MCH4413,"Parekh,KadeandTalwar",5699,CLOTHS,SOLE_PROPRIETOR,LKO,UTTAR_PRADESH,2025-12-11 00:00:00,9207485110,ACTIVE,,True,True,False,False,False,False
MCH6657,Atwal-Sarraf,05411,GROCERY,PARTNERSHIP,HYD,TELANGANA,,,ACTIVE,804.0,False,False,False,False,False,False
MCH2028,Dhingra PLC,04814,PHONE_SERVICE,SOLE_PROPRIETOR,PUNE,MAHARASHTRA,2023-09-27 00:00:00,,ACTIVE,,False,False,True,False,False,False
MCH1263,"Soman, Chaudhary and Luthra",04814,PHONE_SERVICE,PARTNERSHIP,HYD,TELANGANA,2023-06-27 20:38:00,,ACTIVE,696.55,False,False,False,False,False,False
MCH7058,Chatterjee PLC,MISC,CLOTHS,INDIVIDUAL,JALANDHAR,PUNJAB,,,ACTIVE,587.63,False,False,False,False,False,False
MCH2350,"Gill, Sura and Doshi",5812,RESTAURANT,INDIVIDUAL,PUNE,MAHARASHTRA,2026-02-19 21:03:12,,ACTIVE,668.0,True,False,False,False,False,False
MCH5834,Sundaram-Sarkar,5812,FOOD,PARTNERSHIP,HYDERABAD,TELANGANA,2025-07-27 00:00:00,XXXX6821,ACTIVE,1502.09,True,False,False,False,False,False
MCH9348,"Solanki, Chaudhary and Nori",5912,PHARMACIES,PARTNERSHIP,PUNE,MAHARASHTRA,2023-09-09 14:53:51,ACBK1959673899093,ACTIVE,1188.0,True,True,False,False,False,False
MCH3502,"Bail, Sawhney and Majumdar",,EATING_PLACE,INDIVIDUAL,HYD,TELANGANA,2024-02-05 16:37:39,,ACTIVE,4792.39,False,False,False,False,False,False
MCH7600,SALVI-MISHRA,,CHEMIST,PRIVATE_LIMITED,BLR,KARNATAKA,2025-05-25 03:49:40,,ACTIVE,577.0,False,False,False,False,False,False
MCH2623,dara-kulkarni,5942,BOOKS_STATIONERY,SOLE_PROPRIETOR,CALCUTTA,WEST_BENGAL,2025-06-28 00:00:00,,ACTIVE,1296.1,True,False,False,False,False,False
MCH9710,Trivedi PLC,5411,KIRANA,PARTNERSHIP,LUDHIANA,PUNJAB,2025-01-24 00:00:00,,ACTIVE,718.83,True,False,False,False,False,False
MCH9922,Chand-Jain,5411,GROCERY_STORE,PARTNERSHIP,MADRAS,TAMIL_NADU,2023-09-10 00:00:00,XXXX1121,ACTIVE,1800.0,True,False,False,False,False,False
MCH7850,Reddy Inc,05699,CLOTHING,PARTNERSHIP,CHENNAI,TAMIL_NADU,2024-05-16 05:07:55,,ACTIVE,1378.0,False,False,False,False,False,False
MCH5555,Prabhu Ltd,4131,TRANSPRT,PRIVATE_LIMITED,BANGALORE,KARNATAKA,2024-12-16 00:00:00,,ACTIVE,1663.56,True,False,False,False,False,False
MCH8505,"Joshi, Sarin and Krishnamurthy",5311,DEPT_STORE,PARTNERSHIP,JAIPUR,RAJASTHAN,2023-04-08 00:00:00,,ACTIVE,811.55,True,False,False,False,False,False
MCH1349,Bahri and Sons,5912,PHARMACIES,INDIVIDUAL,HYDERABAD,TELANGANA,2025-06-08 00:00:00,BGVV4182827632214,ACTIVE,2320.2,True,True,False,False,False,False
MCH4760,"Kalla, Mammen and Purohit",4814,PHONE_SERVICE,INDIVIDUAL,NEW_DELHI,DELHI,2024-10-27 00:00:00,,ACTIVE,964.0,True,False,False,False,False,False
MCH9476,Sama PLC,5812,RESTAURANTS,PRIVATE_LIMITED,HYDERABAD,TELANGANA,,XXXX6830,ACTIVE,165.93,True,False,False,False,False,False
MCH7957,Varty-Natarajan,7011,HOTEL,PRIVATE_LIMITED,MADRAS,TAMIL_NADU,2024-06-28 09:08:00,,ACTIVE,410.29,True,False,False,False,False,False
MCH1534,"MERCHANT, SARNA AND KORPAL",5912,CHEMIST,PRIVATE_LIMITED,HYDERABAD,TELANGANA,,,INACTIVE,3752.5,True,False,False,False,True,False
MCH1056,Mital-Jhaveri,5311,DEPARTMENT_STORES,PARTNERSHIP,ASR,PUNJAB,2023-09-10 00:09:34,6820698589,ACTIVE,5938.05,True,True,False,False,False,False
MCH1364,Krishnamurthy LLC,4131,TRANSPORTATION,INDIVIDUAL,HYDERABAD,TELANGANA,,IIJY7170442781592,ACTIVE,377.26,True,True,False,False,True,False
MCH9751,Memon-Sinha,5812,RESTAURANT,SOLE_PROPRIETOR,LUDHIANA,PUNJAB,2023-07-16 00:00:00,4462778035,ACTIVE,2265.65,True,True,False,False,False,False
MCH6865,Mander-Chakrabarti,7011,HOTEL,PRIVATE_LIMITED,MUMBAI,MAHARASHTRA,2023-04-20 10:35:00,,ACTIVE,,True,False,True,False,False,False
MCH3179,"Sarma, Singh and Char",5311,DEPT_STORE,INDIVIDUAL,HYDERABAD,TELANGANA,,,ACTIVE,1817.49,True,False,False,False,False,False
MCH7289,Nayar-Dara,5699,APPAREL,INDIVIDUAL,POONA,MAHARASHTRA,2025-12-28 00:00:00,AFIS6620860774027,ACTIVE,4510.0,True,True,False,False,False,False
MCH9764,"Chaudhry, Samra and Garde",4814,TELECOM,PRIVATE_LIMITED,JALANDAR,PUNJAB,2024-07-15 00:00:00,XXXX9534,ACTIVE,,True,False,True,False,False,False
MCH6107,Bassi and Sons,5912,MEDICAL_STORE,SOLE_PROPRIETOR,HYDERABAD,TELANGANA,,,INACTIVE,1888.0,True,False,False,False,False,False
MCH3130,"arora, karnik and sarraf",5942,BOOK_STORE,SOLE_PROPRIETOR,CALCUTTA,WEST_BENGAL,2023-07-10 21:24:05,,INACTIVE,1573.29,True,False,False,False,False,False
MCH4553,Zachariah-Dara,5812,RESTAURANTS,PRIVATE_LIMITED,JALANDHAR,PUNJAB,,,ACTIVE,343.99,True,False,False,False,True,False
MCH9443,"Chowdhury, Kapadia and Chada",5812,FOOD_SERVICES,PARTNERSHIP,CHENNAI,TAMIL_NADU,2024-02-20 00:00:00,,ACTIVE,1660.16,True,False,False,False,False,False
MCH2746,"tella, mane and pillai",7011,HOTELS,PRIVATE_LIMITED,LUDHIANA,PUNJAB,,0851637180,INACTIVE,395.56,True,True,False,False,True,False
MCH3663,Kunda-Chaudhuri,MISC,HOSPITALITY,PARTNERSHIP,JAIPUR,RAJASTHAN,2024-11-20 00:00:00,,SUSPENDED,1356.0,False,False,False,False,False,False
MCH4253,MANDER-SAGAR,,RETAIL_OTHER,INDIVIDUAL,LDH,PUNJAB,,,ACTIVE,348.43,False,False,False,False,True,False
MCH8148,Sehgal-Banik,4131,TRANSPORTATION,SOLE_PROPRIETOR,BENGALURU,KARNATAKA,2024-01-27 00:00:00,,ACTIVE,406.0,True,False,False,False,False,False
MCH4706,"Varughese, Mani and Ch0udhary",5311,DEPARTMENT_STORE,INDIVIDUAL,BLR,KARNATAKA,2025-11-11 03:09:47,3980025472,ACTIVE,,True,True,True,False,False,False
MCH7699,mammen ltd,4814,MOBILE_RECHARGE,INDIVIDUAL,JALANDHAR,PUNJAB,2024-10-16 05:11:31,XXXX5219,ACTIVE,,True,False,False,False,False,False
MCH8086,Contractor-Narain,5812,RESTAURANT,PARTNERSHIP,PUNE,MAHARASHTRA,2024-08-28 09:47:00,,ACTIVE,1394.0,True,False,False,False,False,False
MCH4110,Suresh-Bassi,5942,STATIONERY,INDIVIDUAL,MUMBAI,MAHARASHTRA,2024-09-18 08:58:00,,INACTIVE,1527.43,True,False,False,False,False,False
MCH2534,Shetty-Sundaram,5411,GROCERIES,PRIVATE_LIMITED,PUNE,MAHARASHTRA,2025-03-10 16:30:29,,ACTIVE,709.87,True,False,False,False,False,False
MCH1983,Jayaraman PLC,5912,PHARMACY,SOLE_PROPRIETOR,HYDERABAD,TELANGANA,2024-12-13 00:00:00,6619790480,ACTIVE,657.32,True,True,False,False,False,False
MCH4754,Menon Inc,5999,MISCELLANEOUS,PRIVATE_LIMITED,HYD,TELANGANA,2023-03-24 00:00:00,XXXX5608,ACTIVE,,True,False,True,False,False,False
MCH4332,Varma PLC,5942,BOOKS,INDIVIDUAL,MUMBAI,MAHARASHTRA,2025-01-22 00:00:00,XXXX6546,ACTIVE,229.07,True,False,False,False,False,False
MCH9785,Nagarajan PLC,5699,CLOTHS,INDIVIDUAL,MUMBAI,MAHARASHTRA,,,ACTIVE,2709.78,True,False,False,False,True,False
MCH6240,mutti plc,5999,MISC_RETAIL,PARTNERSHIP,DELHI,DELHI,,,ACTIVE,1461.1,True,False,False,False,True,False
MCH2336,Narasimhan Inc,,GROCERY,SOLE_PROPRIETOR,JALANDAR,PUNJAB,2025-06-18 00:00:00,,INACTIVE,791.05,False,False,False,False,False,False
MCH5494,palan-bhatnagar,4814,MOBILE_RECHARGE,PRIVATE_LIMITED,CALCUTTA,WEST_BENGAL,,2710953349,ACTIVE,720.88,True,True,False,False,True,False
MCH5411,Kale Inc,5411,GROCERY,PARTNERSHIP,PUNE,MAHARASHTRA,2024-06-21 06:11:57,,ACTIVE,708.0,True,False,False,False,False,False
MCH7636,BIR PLC,5699,CLOTHS,SOLE_PROPRIETOR,JALANDHAR,PUNJAB,,XXXX9076,ACTIVE,178.0,True,False,False,False,True,False
MCH8918,Solanki and Sons,,GARMENTS,PRIVATE_LIMITED,BLR,KARNATAKA,2025-05-17 00:00:00,ITGT2090730500760,ACTIVE,,False,True,False,False,False,False
MCH6360,"Garg, Char and Sharaf",5912,MEDICAL_STORE,SOLE_PROPRIETOR,MUMBAI,MAHARASHTRA,2024-02-14 01:39:00,DELE6172573272913,ACTIVE,242.87,True,True,False,False,False,False
MCH5467,"Kurian, Anne and Borra",4814,MOBILE_RECHARGE,INDIVIDUAL,LDH,PUNJAB,2024-05-17 00:00:00,3367286055,ACTIVE,940.0,True,True,False,False,False,False
MCH2763,Thaman-Virk,5912,CHEMIST,PRIVATE_LIMITED,BANGALORE,KARNATAKA,2025-07-23 00:00:00,XXXX7625,ACTIVE,563.88,True,False,False,False,False,False
MCH6819,"Krishnan, Pal and Nayar",5812,FOOD_SERVICES,SOLE_PROPRIETOR,HYD,TELANGANA,2025-10-17 18:49:43,,ACTIVE,499.0,True,False,False,False,False,False
MCH9563,"Singh, Issac and Murty",4131,TRAVEL,PRIVATE_LIMITED,KOLKATA,WEST_BENGAL,,,ACTIVE,1366.02,True,False,False,False,True,False
MCH8413,"Mammen,ParmerandChandra",4814,MOBILE_RECHARGE,SOLE_PROPRIETOR,BANGALORE,KARNATAKA,2024-03-19 00:00:00,,ACTIVE,,True,False,True,False,False,False
MCH6163,Raju and Sons,04131,BUS_TAXI,INDIVIDUAL,LUDHIANA,PUNJAB,,XTAO1446983636380,ACTIVE,1659.71,False,True,False,False,True,False
MCH9740,Jain and Sons,5812,RESTAURANTS,INDIVIDUAL,JPR,RAJASTHAN,2025-01-31 05:45:13,BHGC5407337420204,ACTIVE,1510.42,True,True,False,False,False,False
MCH3536,"Chaudry, Halder and Kota",5812,FOOD,PARTNERSHIP,JPR,RAJASTHAN,2023-11-05 00:00:00,UYBS8259834217447,INACTIVE,3533.21,True,True,False,False,False,False
MCH6352,Brar-Kale,5699,CLOTHS,PARTNERSHIP,CHENNAI,TAMIL_NADU,2023-10-08 20:03:14,,ACTIVE,2366.79,True,False,False,False,False,False
MCH9196,Brahmbhatt Inc,5411,GROCERY_STORES,PARTNERSHIP,BENGALURU,KARNATAKA,2023-03-16 06:41:42,,ACTIVE,,True,False,True,False,False,False
MCH5162,Srinivas-Sule,5311,RETAIL,INDIVIDUAL,JAIPUR,RAJASTHAN,2025-02-20 00:00:00,3127556904,ACTIVE,1145.33,True,True,False,False,False,False
MCH9772,Sachdeva LLC,5411,GROCERY_STORES,SOLE_PROPRIETOR,KOLKATA,WEST_BENGAL,2025-10-23 00:00:00,BDSV5277645088008,ACTIVE,,True,True,False,False,False,False
MCH2506,"Sarna, Vora and Seth",4131,TRANSPORTATION,INDIVIDUAL,JAIPUR,RAJASTHAN,2024-06-13 02:51:27,,ACTIVE,222.33,True,False,False,False,False,False
MCH1350,"KRISHNAMURTHY, DUTT AND SURA",4814,PHONE_SERVICE,PARTNERSHIP,MUMBAI,MAHARASHTRA,2024-07-25 00:00:00,3860313878,ACTIVE,1360.18,True,True,False,False,False,False
MCH7544,Ganesh and S0ns,4131,TRANSPRT,SOLE_PROPRIETOR,LUDHIANA,PUNJAB,2025-03-22 00:00:00,FWAU1672608587886,INACTIVE,2329.09,True,True,False,False,False,False
MCH1221,"BAKSHI, DOCTOR AND BOBAL",7011,HOTELS,PARTNERSHIP,MUMBAI,MAHARASHTRA,,XXXX9345,ACTIVE,1302.2,True,False,False,False,False,False
MCH5637,Desai-Sankaran,5942,BOOKS_STATIONERY,INDIVIDUAL,KOLKATA,WEST_BENGAL,,,ACTIVE,,True,False,True,False,True,False
MCH1973,Shan-Ahuja,4814,PHONE_SERVICE,PRIVATE_LIMITED,NEW_DELHI,DELHI,2024-01-22 00:00:00,,ACTIVE,1273.63,True,False,False,False,False,False
MCH6527,"Menon, Subramanian and Pai",7011,HOTEL,INDIVIDUAL,LUDHIANA,PUNJAB,,,ACTIVE,1220.94,True,False,False,False,False,False
MCH1047,Rana-Aurora,4814,TELECOM,PARTNERSHIP,BANGALORE,KARNATAKA,2023-08-20 01:01:00,BJXS0430805448675,ACTIVE,1003.46,True,True,False,False,False,False
MCH7233,Kamdar-Bhakta,5411,GROCERIES,PRIVATE_LIMITED,CALCUTTA,WEST_BENGAL,2024-03-08 21:38:06,,ACTIVE,,True,False,False,False,False,False
MCH9043,Setty and Sons,7011,HOTEL,PARTNERSHIP,PUNE,MAHARASHTRA,,,ACTIVE,3323.0,True,False,False,False,True,False
MCH9858,"Kapur, Doshi and Nayak",5812,RESTAURANT,PARTNERSHIP,DELHI,DELHI,2025-02-22 05:45:00,,ACTIVE,791.03,True,False,False,False,False,False
MCH7566,Minhas Group,5912,PHARMACY,PARTNERSHIP,BOMBAY,MAHARASHTRA,2024-03-08 07:53:44,,ACTIVE,880.25,True,False,False,False,False,False
MCH4788,Chauhan-Kh0s1a,05699,GARMENTS,INDIVIDUAL,BANGALORE,KARNATAKA,,0651098523,ACTIVE,109.29,False,True,False,False,False,False
MCH9942,"Sarma, Butala and Ganguly",5912,MEDICAL_STORE,SOLE_PROPRIETOR,LKO,UTTAR_PRADESH,2025-10-16 02:21:10,,ACTIVE,,True,False,False,False,False,False
MCH6598,"Banik, Halder and Sabharwal",7011,HOTEL_LODGING,INDIVIDUAL,MUMBAI,MAHARASHTRA,2025-06-02 00:00:00,XXXX2729,INACTIVE,230.53,True,False,False,False,False,False
MCH6737,Kohli Inc,5942,BOOKS_STATIONERY,PARTNERSHIP,LUDHIANA,PUNJAB,,7394942754,ACTIVE,675.29,True,True,False,False,True,False
MCH8024,Char-Sehgal,MISC,TELECOM,PRIVATE_LIMITED,POONA,MAHARASHTRA,2024-08-19 18:28:51,3608411983,ACTIVE,,False,True,True,False,False,False
MCH7860,"Pall, Som and Dalal",5999,MISC_RETAIL,PRIVATE_LIMITED,ASR,PUNJAB,2024-11-11 02:08:53,1164754239,ACTIVE,,True,True,True,False,False,False
MCH2159,Sawhney LLC,5812,FOOD,SOLE_PROPRIETOR,JALANDHAR,PUNJAB,2024-05-16 00:00:00,MGFR5989061568022,ACTIVE,1420.0,True,True,False,False,False,False
MCH9941,"prakash, ramakrishnan and shukla",4814,TELECOM,PARTNERSHIP,LUDHIANA,PUNJAB,2023-08-19 00:00:00,,ACTIVE,414.88,True,False,False,False,False,False
MCH9489,Badal-Sankaran,4131,TRANSPORT,SOLE_PROPRIETOR,CHENNAI,TAMIL_NADU,,,ACTIVE,1437.06,True,False,False,False,True,False
MCH9057,Dayal Ltd,,STATIONERY,PARTNERSHIP,JPR,RAJASTHAN,,TJAX1540713634286,ACTIVE,728.46,False,True,False,False,True,False
MCH3177,"Ping1e, Ra0 and Varty",4131,TRAVEL,INDIVIDUAL,CALCUTTA,WEST_BENGAL,2025-04-19 12:39:17,XXXX0077,SUSPENDED,1840.14,True,False,False,False,False,False
MCH7162,panchal-ratti,5411,KIRANA,PRIVATE_LIMITED,DELHI,DELHI,,RYQU3238280392506,ACTIVE,1176.97,True,True,False,False,True,False
MCH3449,NIGAM-AGATE,05999,MISCELLANEOUS,PARTNERSHIP,BOMBAY,MAHARASHTRA,2026-02-13 03:43:32,UOSM0726239882457,ACTIVE,236.02,False,True,False,False,False,False
MCH7185,Prasad Ltd,05311,DEPARTMENT_STORE,INDIVIDUAL,MUMBAI,MAHARASHTRA,2023-06-04 18:29:01,XXXX4284,ACTIVE,,False,False,True,False,False,False
MCH2919,Menon-Vaidya,,PHARMACY,SOLE_PROPRIETOR,NEW_DELHI,DELHI,2023-03-20 14:46:24,,ACTIVE,3825.85,False,False,False,False,False,False
MCH4487,Maharaj-Murthy,5912,MEDICAL_STORE,INDIVIDUAL,AMRITSAR,PUNJAB,2024-04-23 00:00:00,TWRO4245073175794,ACTIVE,1455.08,True,True,False,False,False,False
MCH8098,mittal-konda,5699,CLOTHING,PRIVATE_LIMITED,KOLKATA,WEST_BENGAL,,,ACTIVE,925.94,True,False,False,False,False,False
MCH6474,Soni-Raja,5999,MISCELLANEOUS,INDIVIDUAL,ASR,PUNJAB,2024-01-29 07:23:52,,ACTIVE,696.57,True,False,False,False,False,False
MCH9444,Sachdeva-Khatri,04131,TRAVEL,PARTNERSHIP,JALANDHAR,PUNJAB,2024-01-13 00:00:00,2308250236,ACTIVE,345.26,False,True,False,False,False,False
MCH6064,Viswanathan-Tak,5942,BOOKS_STATIONERY,SOLE_PROPRIETOR,MADRAS,TAMIL_NADU,,RDFT0727994735934,SUSPENDED,519.38,True,True,False,False,False,False
MCH6869,"Oak, Kalla and Chand",4131,TRANSPRT,PRIVATE_LIMITED,PUNE,MAHARASHTRA,2025-01-21 15:07:04,XXXX1495,ACTIVE,2412.44,True,False,False,False,False,False
MCH4320,Vala and Sons,4814,MOBILE_RECHARGE,PRIVATE_LIMITED,MUMBAI,MAHARASHTRA,2024-10-14 00:00:00,NNFD4351390281416,INACTIVE,,True,True,True,False,False,False
MCH6401,ramachandran-borah,4814,TELECOM,PRIVATE_LIMITED,BENGALURU,KARNATAKA,2023-07-16 14:03:46,BIIV8391883916775,ACTIVE,371.0,True,True,False,False,False,False
MCH4218,Srivastava Ltd,05942,BOOK_STORE,SOLE_PROPRIETOR,BOMBAY,MAHARASHTRA,2023-11-20 00:00:00,LFAP5704533731300,ACTIVE,1744.69,False,True,False,False,False,False
MCH3900,Mand-Bedi,5812,EATING_PLACE,PRIVATE_LIMITED,KOLKATA,WEST_BENGAL,2025-02-20 00:00:00,XXXX1674,ACTIVE,1036.74,True,False,False,False,False,False
MCH8615,devi-narasimhan,5942,BOOK_STORE,SOLE_PROPRIETOR,CALCUTTA,WEST_BENGAL,2024-11-18 00:00:00,8648906197,ACTIVE,722.58,True,True,False,False,False,False
MCH6447,Kant-Tella,07011,HOTEL,PARTNERSHIP,DELHI,DELHI,2026-01-22 00:00:00,,ACTIVE,994.25,False,False,False,False,False,False
MCH7366,Bora-Nadkarni,5411,KIRANA,PARTNERSHIP,BENGALURU,KARNATAKA,2024-03-17 00:00:00,,SUSPENDED,2024.0,True,False,False,False,False,False
MCH5106,LUTHRA LLC,5942,STATIONERY,PRIVATE_LIMITED,JALANDHAR,PUNJAB,2023-12-01 00:00:00,XXXX6321,ACTIVE,411.0,True,False,False,False,False,False
MCH2038,Keer Inc,5311,DEPARTMENT_STORES,PARTNERSHIP,PUNE,MAHARASHTRA,,,INACTIVE,,True,False,False,False,True,False
MCH3179,"Din,MukhopadhyayandBawa",05999,MISC_RETAIL,SOLE_PROPRIETOR,CHENNAI,TAMIL_NADU,2023-10-31 00:00:00,UQUU0653302527343,SUSPENDED,1687.99,False,True,False,False,False,False
MCH9173,BUMB-BANDI,5999,MISCELLANEOUS,SOLE_PROPRIETOR,POONA,MAHARASHTRA,2023-06-26 02:58:00,,ACTIVE,450.27,True,False,False,False,False,False
MCH3483,"Puri, Sachdeva and Jhaveri",5812,RESTAURANTS,PRIVATE_LIMITED,JAIPUR,RAJASTHAN,2025-08-15 00:00:00,XXXX0583,INACTIVE,1128.9,True,False,False,False,False,False
MCH3971,Sura PLC,7011,HOTEL_LODGING,INDIVIDUAL,DILLI,DELHI,2024-04-17 13:25:57,,INACTIVE,748.82,True,False,False,False,False,False
MCH9811,"Dyal, Ranganathan and Sinha",5812,FOOD,PRIVATE_LIMITED,NEW_DELHI,DELHI,,RQQY2365576077878,ACTIVE,972.81,True,True,False,False,True,False
MCH1924,"Choudhary, Iyer and Boase",05912,CHEMIST,PARTNERSHIP,JAIPUR,RAJASTHAN,2024-11-12 00:00:00,XXXX3944,ACTIVE,7220.04,False,False,False,False,False,False
MCH1064,Nanda Ltd,5812,EATING_PLACE,INDIVIDUAL,AMRITSAR,PUNJAB,2025-09-09 22:49:04,,ACTIVE,1182.15,True,False,False,False,False,False
MCH3842,"Rao, Rajagopal and Ratti",4131,BUS_TAXI,PRIVATE_LIMITED,JAIPUR,RAJASTHAN,2024-01-27 00:00:00,,ACTIVE,444.1,True,False,False,False,False,False
MCH3549,Khalsa and Sons,5812,FOOD,INDIVIDUAL,AMRITSAR,PUNJAB,,AXNC2296857054867,ACTIVE,1756.73,True,True,False,False,True,False
MCH5450,"Karnik, Karan and Boase",,STATIONERY,PARTNERSHIP,KOLKATA,WEST_BENGAL,,,ACTIVE,852.07,False,False,False,False,True,False
MCH4630,Jhaveri PLC,5999,MISC_RETAIL,SOLE_PROPRIETOR,LUDHIANA,PUNJAB,,2284002392,ACTIVE,1285.49,True,True,False,False,True,False
MCH9942,Srinivas and Sons,,HOTELS,INDIVIDUAL,AMRITSAR,PUNJAB,,NAOM1028605509837,ACTIVE,636.69,False,True,False,False,True,False
MCH7198,"Thakkar, Mistry and Sinha",MISC,BOOK_STORE,SOLE_PROPRIETOR,PUNE,MAHARASHTRA,2023-02-21 00:00:00,,ACTIVE,3029.62,False,False,False,False,False,False
MCH9770,jha-andra,,TRANSPRT,SOLE_PROPRIETOR,CHENNAI,TAMIL_NADU,2026-01-22 00:00:00,BRJH7377264204006,SUSPENDED,1847.23,False,True,False,False,False,False
MCH4623,"Gokhale, Ranganathan and Shenoy",05999,MISCELLANEOUS,PRIVATE_LIMITED,HYDERABAD,TELANGANA,2025-08-17 15:21:40,0347099856,ACTIVE,171.0,False,True,False,False,False,False
MCH3465,"Patla, Tiwari and Bobal",4814,MOBILE_RECHARGE,PRIVATE_LIMITED,AMRITSAR,PUNJAB,,BMXM3313589371926,ACTIVE,662.0,True,True,False,False,True,False
MCH5186,Dey-Bansal,5912,MEDICAL_STORE,SOLE_PROPRIETOR,CHENNAI,TAMIL_NADU,2025-09-21 00:00:00,,ACTIVE,365.0,True,False,False,False,False,False
MCH8638,ramanathan-apte,05942,BOOK_STORE,PARTNERSHIP,CHENNAI,TAMIL_NADU,2025-04-16 00:00:00,XXXX4259,ACTIVE,985.8,False,False,False,False,False,False
MCH6547,"Gupta,DewanandNadig",5942,BOOKS,INDIVIDUAL,HYDERABAD,TELANGANA,2023-05-27 00:00:00,,INACTIVE,974.14,True,False,False,False,False,False
MCH9827,Chaudry and Sons,5311,DEPARTMENT_STORES,PRIVATE_LIMITED,BANGALORE,KARNATAKA,2025-04-02 00:00:00,WKDN2531235762305,ACTIVE,1686.75,True,True,False,False,False,False
MCH8539,Arya-Char,5699,APPAREL,SOLE_PROPRIETOR,MADRAS,TAMIL_NADU,2025-10-07 09:25:50,XXXX4751,ACTIVE,3012.9,True,False,False,False,False,False
MCH2656,"Kala, Shetty and Sheth",5411,KIRANA,SOLE_PROPRIETOR,DILLI,DELHI,2023-12-06 01:23:15,,ACTIVE,5073.35,True,False,False,False,False,False
MCH3841,"SANDHU, KHOSLA AND GUHA",5999,MISCELLANEOUS,PARTNERSHIP,BANGALORE,KARNATAKA,2024-09-16 00:00:00,7616513593,ACTIVE,2207.18,True,True,False,False,False,False
MCH5114,Lal Group,05411,KIRANA,PRIVATE_LIMITED,BANGALORE,KARNATAKA,2024-06-23 01:46:15,XXXX3035,ACTIVE,1143.5,False,False,False,False,False,False
MCH3680,Gala and Sons,4131,TRANSPORTATION,PARTNERSHIP,DILLI,DELHI,2023-12-31 00:00:00,,ACTIVE,962.0,True,False,False,False,False,False
MCH9530,B0rah PLC,,FOOD_SERVICES,INDIVIDUAL,HYDERABAD,TELANGANA,,,SUSPENDED,999.86,False,False,False,False,True,False
MCH4975,Bhakta-Sidhu,5699,FASHION,PARTNERSHIP,JALANDAR,PUNJAB,2024-09-18 00:00:00,,ACTIVE,280.66,True,False,False,False,False,False
MCH4319,"Setty, Sarkar and Mahajan",5311,RETAIL,PRIVATE_LIMITED,MUMBAI,MAHARASHTRA,2025-02-01 00:00:00,5750964403,ACTIVE,1351.02,True,True,False,False,False,False
MCH7912,Jaggi-Khare,4814,MOBILE_RECHARGE,INDIVIDUAL,KOLKATA,WEST_BENGAL,2023-04-29 03:51:00,,SUSPENDED,993.76,True,False,False,False,False,False
MCH2995,Patil Ltd,7011,HOTEL,PRIVATE_LIMITED,AMRITSAR,PUNJAB,2025-12-25 00:00:00,2612684538,ACTIVE,492.36,True,True,False,False,False,False
MCH7596,Bajwa-Luthra,4814,TELECOM,PRIVATE_LIMITED,HYDERABAD,TELANGANA,2024-04-20 00:00:00,,SUSPENDED,,True,False,False,False,False,False
MCH5941,G0ur Ltd,5942,BOOKS,PRIVATE_LIMITED,LUCKNOW,UTTAR_PRADESH,2023-04-30 00:00:00,XXXX2222,INACTIVE,1448.04,True,False,False,False,False,False
MCH7025,"Shanker, Bandi and Bala",5999,RETAIL_OTHER,INDIVIDUAL,BENGALURU,KARNATAKA,2025-01-26 00:00:00,XXXX6482,ACTIVE,4575.03,True,False,False,False,False,False
MCH8943,Bassi-Dhingra,5942,BOOK_STORE,PRIVATE_LIMITED,MADRAS,TAMIL_NADU,,,ACTIVE,774.62,True,False,False,False,True,False
MCH1879,Maharaj PLC,5942,BOOKS_STATIONERY,PARTNERSHIP,DELHI,DELHI,,,ACTIVE,1269.91,True,False,False,False,True,False
MCH1811,Shukla-Ganesan,MISC,HOTEL_LODGING,INDIVIDUAL,DELHI,DELHI,2024-01-14 13:33:19,9614445611,INACTIVE,871.51,False,True,False,False,False,False
MCH2792,KrishnamurthyPLC,7011,HOTEL,SOLE_PROPRIETOR,JALANDHAR,PUNJAB,,,ACTIVE,1501.9,True,False,False,False,True,False
MCH8613,Comar-Tata,5812,RESTAURANT,INDIVIDUAL,LUCKNOW,UTTAR_PRADESH,2023-09-05 12:31:28,,SUSPENDED,2485.09,True,False,False,False,False,False
MCH4283,Joshi-Srinivas,5411,GROCERY_STORE,PARTNERSHIP,AMRITSAR,PUNJAB,2023-09-01 00:00:00,,ACTIVE,1135.0,True,False,False,False,False,False
MCH8821,MUKHOPADHYAY-CHERIAN,5812,RESTAURANTS,SOLE_PROPRIETOR,JALANDHAR,PUNJAB,2023-11-26 00:00:00,2404954167,ACTIVE,703.03,True,True,False,False,False,False
MCH8043,Lalla Group,5311,DEPARTMENT_STORES,PRIVATE_LIMITED,LDH,PUNJAB,2024-07-31 00:00:00,,ACTIVE,1064.0,True,False,False,False,False,False
