user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,pan_valid,aadhaar_valid,monthly_income_invalid_flag,monthly_income_parse_failure_flag,date_of_birth_parse_failure_flag,signup_timestamp_parse_failure_flag,kyc_status_unmapped_flag,risk_segment_unmapped_flag,age_years,age_invalid_flag,is_kyc_rejected,is_kyc_pending,is_high_kyc_risk,is_high_income_profile
USR39836,VRINDA MADAN,ADSEP8810N,973426745958,,KOLKATA,WEST_BENGAL,20156.0,RETIRED,,VERIFIED,LOW,True,True,False,False,False,True,False,False,,False,False,False,False,False
USR92689,William Sethi,,757007124201,,ASR,PUNJAB,,BUSINESS_OWNER,,VERIFIED,LOW,False,True,False,False,False,True,False,False,,False,False,False,False,
USR59447,MITESH GOKHALE,KDGAS1426F,233816851053,1977-11-01 00:00:00,DELHI,DELHI,37087.0,UNEMPLOYED,2024-12-24 10:19:42,VERIFIED,LOW,True,True,False,False,False,False,False,False,48,False,False,False,False,False
USR48866,Bhavini Narayanan,LFVQY6086K,4830397826137,,HYD,TELANGANA,,RETIRED,2025-03-31 22:01:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,,False,False,False,False,
USR50779,Chaaya Khurana,PRUHX3626O,773915361178,1986-01-19 09:46:00,NEW_DELHI,DELHI,36397.0,GIG_WORKER,2024-06-29 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,40,False,False,False,False,False
USR39804,Chandresh Pau,MIJJJ2906E,336906269217,1966-07-05 00:00:00,KOLKATA,WEST_BENGAL,24254.0,FARMER,2026-03-22 00:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,60,False,False,False,False,False
USR85030,indira gupta,LEWRI4830S,835549161854,2000-08-21 00:00:00,PUNE,MAHARASHTRA,26187.0,SALARIED,2024-07-29 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,26,False,False,False,False,False
USR83301,Mitesh Sant,YCYIE2606P,831610357644,1981-02-18 00:00:00,HYDERABAD,TELANGANA,23981.0,GIG_WORKER,2024-07-21 00:11:48,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,45,False,False,False,False,False
USR72571,baghyawati bumb,AUCRO0893W,964647874717,1976-05-10 00:00:00,NEW_DELHI,DELHI,36804.0,UNEMPLOYED,,VERIFIED,LOW,True,True,False,False,False,False,False,False,50,False,False,False,False,False
USR68022,Rachana Raju,WIDSI6915G,3366794952,,POONA,MAHARASHTRA,23.9,STUDENT,2024-07-26 00:00:00,VERIFIED,MEDIUM,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR13960,Falan Saini,JRHCX7821M,710237766347,,HYD,TELANGANA,51711.0,BUSINESS_OWNER,2024-06-23 00:00:00,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR38910,Omya Pandey,IOTUF6752E,204599687551,1999-07-24 00:00:00,POONA,MAHARASHTRA,35828.0,SALARIED,2025-11-23 23:26:00,PENDING,LOW,True,True,False,False,False,False,False,False,27,False,False,True,False,False
USR67758,Elijah Kara,SRMGA0110U,2775,,MUMBAY,MAHARASHTRA,58808.0,FREELANCER,2025-09-30 23:34:03,VERIFIED,LOW,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR87861,Karan Bajaj,OBPYF2435N,670723817160,2000-01-01 00:00:00,LDH,PUNJAB,42126.0,FREELANCER,,VERIFIED,UNKNOWN,True,True,False,False,False,True,False,False,26,False,False,False,False,False
USR14936,Harini Palla,HNFQD7819P,303446740949,1968-09-21 00:00:00,JAIPUR,RAJASTHAN,72.2,SELF_EMPLOYED,,REJECTED,MEDIUM,True,True,False,False,False,False,False,False,57,False,True,False,False,False
USR80907,Gaurika Parekh,YKGNB9188U,190475815819,1986-07-14 07:24:00,HYD,TELANGANA,,RETIRED,2024-09-06 00:00:00,REJECTED,LOW,True,True,False,False,False,False,False,False,40,False,True,False,False,
USR17884,Hemani Shroff,WQCXM7302J,579574859678,,LUDHIANA,PUNJAB,41863.0,RETIRED,2024-06-27 19:17:44,REJECTED,LOW,True,True,False,False,False,False,False,False,,False,True,False,False,False
USR71325,Ronith Grewal,XZCZJ6347D,908061768794,,MADRAS,TAMIL_NADU,15963.0,SALARIED,2025-01-03 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,,False,False,False,False,False
USR40879,Chatresh Rajagopalan,GCMXY0752,563064455236,,BENGALURU,KARNATAKA,50091.0,GIG_WORKER,2025-03-21 00:00:00,VERIFIED,LOW,False,True,False,False,True,False,False,False,,False,False,False,False,False
USR81681,Krishna Dube,NCYPU4628F,545994574879,1969-06-26 00:00:00,LUDHIANA,PUNJAB,15358.0,STUDENT,,VERIFIED,LOW,True,True,False,False,False,True,False,False,57,False,False,False,False,False
USR61371,chanchal subramaniam,AQASJ9336S,3455010833,2003-01-10 00:00:00,LUCKNOW,UTTAR_PRADESH,31831.0,SELF_EMPLOYED,2024-06-14 00:00:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,23,False,False,False,False,False
USR11747,Forum Nanda,WTFXE7741P,476437674918,,BENGALURU,KARNATAKA,33596.0,RETIRED,2025-04-30 00:00:00,REJECTED,LOW,True,True,False,False,False,False,False,False,,False,True,False,False,False
USR99486,Bhavya Kashyap,XWXVX2820P,0905,,JAIPUR,RAJASTHAN,19483.0,UNEMPLOYED,2025-07-22 08:01:01,VERIFIED,HIGH,True,False,False,False,True,False,False,False,,False,False,False,True,False
USR29898,Yashodhara Kadakia,OSMSN8746D,275733285807,1976-01-14 00:00:00,LKO,UTTAR_PRADESH,33797.0,STUDENT,2024-06-09 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,50,False,False,False,False,False
USR54936,Ranveer Rastogi,XUFUE4369,047044050656,1988-02-21 09:08:00,CALCUTTA,WEST_BENGAL,36682.0,STUDENT,,VERIFIED,LOW,False,True,False,False,False,True,False,False,38,False,False,False,False,False
USR37097,Frado Thaker,LGEZJ2832X,9087,1986-02-14 00:00:00,POONA,MAHARASHTRA,18710.0,FARMER,2024-12-06 00:00:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,40,False,False,False,False,False
USR50705,nikita kuruvilla,BYIXC3566L,7534901456,,AMRITSAR,PUNJAB,17777.0,FREELANCER,2024-02-14 00:00:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,,False,False,False,False,False
USR25033,Harini Garde,WLOBM3229L,,,LUCKNOW,UTTAR_PRADESH,21546.0,STUDENT,2025-09-30 00:00:00,VERIFIED,HIGH,True,False,False,False,True,False,False,False,,False,False,False,True,False
USR69408,Abeer Sodhi,UELNO5490P,137009834416,1978-06-14 00:00:00,JALANDAR,PUNJAB,17737.0,UNEMPLOYED,,VERIFIED,HIGH,True,True,False,False,False,False,False,False,48,False,False,False,True,False
USR22615,Bhavika Dhar,XTRKQ1969F,775705771779,,HYDERABAD,TELANGANA,11638.0,STUDENT,2025-09-13 00:00:00,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR60372,Vaishnavi Sachdev,QSXTU6713V,968798745756,,KOLKATA,WEST_BENGAL,39319.0,SALARIED,2026-02-14 00:00:00,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR91598,Aarnav Dani,,541939091817,,BOMBAY,MAHARASHTRA,,STUDENT,2025-12-19 00:00:00,VERIFIED,MEDIUM,False,True,False,False,True,False,False,False,,False,False,False,False,
USR74975,Theodore Sinha,,081633433030,,MUMBAI,MAHARASHTRA,,UNEMPLOYED,2026-03-25 00:00:00,VERIFIED,MEDIUM,False,True,False,True,True,False,False,False,,False,False,False,False,
USR38777,Darika Puri,QH1FX6600L,687987884883,2005-09-04 02:07:00,JAIPUR,RAJASTHAN,,BUSINESS_OWNER,2026-01-25 00:00:00,VERIFIED,MEDIUM,False,True,False,False,False,False,False,False,21,False,False,False,False,
USR47458,sanaya solanki,BSEQB2554A,576364510258,,CHENNAI,TAMIL_NADU,36261.0,FREELANCER,2024-06-22 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,,False,False,False,False,False
USR24136,Jagat Padmanabhan,NTFNS7067G,991150877791,2007-03-09 00:00:00,LUCKNOW,UTTAR_PRADESH,11371.0,GIG_WORKER,2026-02-11 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,19,False,False,False,False,False
USR97154,Ikshita Varkey,WSUBC2042M,078378087528,,HYDERABAD,TELANGANA,13380.0,GIG_WORKER,,VERIFIED,MEDIUM,True,True,False,False,True,True,False,False,,False,False,False,False,False
USR51848,Matthew Pingle,HZFZS8754M,247080503117,1966-06-26 00:00:00,DELHI,DELHI,25771.0,UNEMPLOYED,2024-02-02 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,60,False,False,False,False,False
USR34611,Sachi Kulkarni,CPDZZ7957P,502030311672,,CALCUTTA,WEST_BENGAL,29111.0,FARMER,2025-11-17 00:00:00,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR12671,Ishaan Bassi,RYQPP7377H,758652995858,2006-08-27 00:00:00,MADRAS,TAMIL_NADU,32417.0,RETIRED,2024-08-08 20:02:01,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,20,False,False,False,False,False
USR92380,Jacob Kar,TCWNT7168Z,1289221600,2002-06-24 00:00:00,LUDHIANA,PUNJAB,,BUSINESS_OWNER,2026-01-14 00:00:00,VERIFIED,MEDIUM,True,False,False,False,False,False,False,False,24,False,False,False,False,
USR72782,Darsh Joshi,MBUQC8784S,335361920548,,BENGALURU,KARNATAKA,31204.0,FREELANCER,,VERIFIED,HIGH,True,True,False,False,True,False,False,False,,False,False,False,True,False
USR38178,zayan jhaveri,MOZUM3655R,634746153835,1969-06-14 13:56:23,KOLKATA,WEST_BENGAL,20705.0,STUDENT,2024-10-03 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,57,False,False,False,False,False
USR46188,xiti kibe,QBJAR1066Y,152550993061,1976-03-07 00:00:00,BENGALURU,KARNATAKA,83262.0,FARMER,,VERIFIED,HIGH,True,True,False,False,False,True,False,False,50,False,False,False,True,True
USR75856,Lipika Munshi,,474333776680,1988-03-29 00:00:00,MUMBAY,MAHARASHTRA,8.9,STUDENT,,VERIFIED,LOW,False,True,False,False,False,True,False,False,38,False,False,False,False,False
USR24196,Tripti Raval,NFVZF7650K,975152998390,1989-11-24 00:00:00,PUNE,MAHARASHTRA,,BUSINESS_OWNER,2025-10-31 15:10:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,36,False,False,False,False,
USR41480,wahab subramanian,UCLJW1609B,064857151161,,BENGALURU,KARNATAKA,45337.0,FARMER,2025-08-17 00:00:00,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR99094,Ayush Kurian,,355024677091,,CHENNAI,TAMIL_NADU,38822.0,STUDENT,2025-01-16 00:00:00,VERIFIED,LOW,False,True,False,False,True,False,False,False,,False,False,False,False,False
USR45514,Daksha Virk,BPAUZ7387Q,597725454324,,LDH,PUNJAB,38210.0,STUDENT,2025-04-17 00:00:00,PENDING,LOW,True,True,False,False,True,False,False,False,,False,False,True,False,False
USR55238,Ryan Dutt,IJLEL5613,586532247612,1999-10-26 00:00:00,MUMBAI,MAHARASHTRA,14798.0,SELF_EMPLOYED,2025-06-20 00:00:00,PENDING,UNKNOWN,False,True,False,False,False,False,False,False,26,False,False,True,False,False
USR34269,Eesha Chand,WVQQV8701Y,117804211662,,JALANDHAR,PUNJAB,14461.0,SELF_EMPLOYED,2026-02-11 00:00:00,REJECTED,HIGH,True,True,False,False,True,False,False,False,,False,True,False,True,False
USR59619,NAVEEN ANAND,YAVLN4798V,576104122659,1975-07-09 00:00:00,AMRITSAR,PUNJAB,25171.0,FARMER,2025-07-16 17:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,51,False,False,False,False,False
USR97093,Darpan Yohannan,ADKOI9276N,096705182525,1962-05-21 11:27:00,JAIPUR,RAJASTHAN,26639.0,GIG_WORKER,2024-06-27 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,64,False,False,False,False,False
USR59889,Amruta Sagar,,7211786152471,1972-06-21 00:00:00,BENGALURU,KARNATAKA,16103.0,FARMER,2026-02-14 00:00:00,VERIFIED,LOW,False,False,False,False,False,False,False,False,54,False,False,False,False,False
USR31680,TEJAS SUR,,9749631462,1960-09-15 00:00:00,HYDERABAD,TELANGANA,106.9,SALARIED,2024-08-16 18:29:00,VERIFIED,MEDIUM,False,False,False,False,False,False,False,False,65,False,False,False,False,False
USR15446,Frederick Kaur,UQDWE7022Z,727592029820,1976-10-14 00:00:00,POONA,MAHARASHTRA,46263.0,GIG_WORKER,2026-01-07 00:00:00,PENDING,LOW,True,True,False,False,False,False,False,False,49,False,False,True,False,False
USR14762,Agastya Varghese,YHKWL2231J,3785476732116,,LUCKNOW,UTTAR_PRADESH,26175.0,SELF_EMPLOYED,2025-11-27 13:53:00,VERIFIED,MEDIUM,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR97833,Janaki Sidhu,MEZRN7678K,867834839421,,ASR,PUNJAB,8343.0,UNEMPLOYED,2025-01-08 00:00:00,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR40470,Warjas Virk,VMMXM0505J,710417699311,,CHENNAI,TAMIL_NADU,15380.0,GIG_WORKER,2024-11-17 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,,False,False,False,False,False
USR92407,Liam Divan,SLRSD4167S,166171920016,2006-12-23 00:00:00,AMRITSAR,PUNJAB,,UNEMPLOYED,2025-06-29 00:00:00,VERIFIED,LOW,True,True,True,False,False,False,False,False,19,False,False,False,False,
USR48322,William Dey,,095967248871,1984-03-14 00:00:00,PUNE,MAHARASHTRA,21182.0,BUSINESS_OWNER,,VERIFIED,MEDIUM,False,True,False,False,False,False,False,False,42,False,False,False,False,False
USR70162,Anvi Dey,LVYTW4236P,987045035088,1986-08-19 00:00:00,JAIPUR,RAJASTHAN,18832.0,GIG_WORKER,2024-09-25 23:16:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,40,False,False,False,False,False
USR97044,ekiya nath,LSCOB5551K,846748401455,,CHENNAI,TAMIL_NADU,32.2,FREELANCER,2026-02-19 00:00:00,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR87658,Manbir Ka1a,YXLVH8074W,640873315466,,CHENNAI,TAMIL_NADU,,SELF_EMPLOYED,,VERIFIED,LOW,True,True,False,False,True,True,False,False,,False,False,False,False,
USR85078,Anjali Seth,JMDPO6345,,1998-02-16 00:22:27,PUNE,MAHARASHTRA,20225.0,FREELANCER,2025-12-27 00:00:00,VERIFIED,MEDIUM,False,False,False,False,False,False,False,False,28,False,False,False,False,False
USR86789,Yashica Kalita,DFAIZ5047G,522926365945,1991-10-27 00:00:00,AMRITSAR,PUNJAB,,FREELANCER,2025-02-24 00:00:00,REJECTED,MEDIUM,True,True,True,False,False,False,False,False,34,False,True,False,False,
USR20941,JANANI KADAKIA,PIUHC5447K,796514394010,1993-06-16 15:16:11,BENGALURU,KARNATAKA,16011.0,STUDENT,2025-03-17 08:50:26,VERIFIED,LOW,True,True,False,False,False,False,False,False,33,False,False,False,False,False
USR29028,KRITIKA DEEP,AQLJD4038,,1961-12-06 06:07:32,JAIPUR,RAJASTHAN,12944.0,FARMER,2024-04-14 00:00:00,VERIFIED,MEDIUM,False,False,False,False,False,False,False,False,64,False,False,False,False,False
USR61091,Ishaan Kalla,DXGJG4297J,615528124147,1989-08-05 23:28:28,DELHI,DELHI,26876.0,SELF_EMPLOYED,,VERIFIED,UNKNOWN,True,True,False,False,False,True,False,False,37,False,False,False,False,False
USR14029,Quincy Badami,QXRQM3822C,527995551843,,ASR,PUNJAB,10138.0,SELF_EMPLOYED,,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR95434,Geetika Gour,OLZPJ0053F,654006590636,1976-03-01 10:51:33,LUCKNOW,UTTAR_PRADESH,25072.0,GIG_WORKER,2026-01-30 23:19:44,VERIFIED,LOW,True,True,False,False,False,False,False,False,50,False,False,False,False,False
USR57907,Ba1haar Mem0n,TJPIU9214P,316504461040,,JAIPUR,RAJASTHAN,21224.0,FREELANCER,,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR28042,Kashvi Ranganathan,WCNIH8802P,640980810329,1967-07-13 00:00:00,CHENNAI,TAMIL_NADU,,UNEMPLOYED,2025-10-05 22:10:47,VERIFIED,HIGH,True,True,False,False,False,False,False,False,59,False,False,False,True,
USR90811,CHANAKYA NORI,VVQYT7829R,8972,,BENGALURU,KARNATAKA,40813.0,STUDENT,,VERIFIED,MEDIUM,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR33970,TARAK VISWANATHAN,LZCHY1986B,723428317294,1995-06-18 00:00:00,AMRITSAR,PUNJAB,,RETIRED,2024-09-18 00:00:00,VERIFIED,LOW,True,True,True,False,False,False,False,False,31,False,False,False,False,
USR11411,Nilima Narain,RAQWJ5753Y,476859624557,,BENGALURU,KARNATAKA,13574.0,SALARIED,2025-12-29 08:12:12,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR72932,Ekaja Dash,OQMLB4576G,406683086028,1990-05-29 00:00:00,MUMBAY,MAHARASHTRA,,BUSINESS_OWNER,2025-11-13 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,36,False,False,False,False,
USR99646,Geetika Cherian,NLCHQ8082,5384724014,1981-01-29 00:00:00,HYDERABAD,TELANGANA,,UNEMPLOYED,,VERIFIED,MEDIUM,False,False,False,False,False,True,False,False,45,False,False,False,False,
USR16942,Aashi Bawa,SVQCO4834Y,716226419208,1983-05-15 00:00:00,BANGALORE,KARNATAKA,,SALARIED,2025-06-23 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,43,False,False,False,False,
USR17478,Faris Jayaraman,JRXMH4964E,122438129768,,LKO,UTTAR_PRADESH,5000.0,UNEMPLOYED,2024-03-17 06:33:00,PENDING,LOW,True,True,False,False,True,False,False,False,,False,False,True,False,False
USR67976,Amruta Dubey,IJFQT9869A,870464874625,1974-01-23 00:00:00,JALANDAR,PUNJAB,45209.0,FREELANCER,2024-12-14 00:00:00,VERIFIED,UNKNOWN,True,True,False,False,False,False,False,False,52,False,False,False,False,False
USR58781,Ati J0shi,EIMGZ2564C,799562849059,1979-02-27 18:03:00,LDH,PUNJAB,25424.0,SALARIED,2025-04-17 06:52:00,PENDING,LOW,True,True,False,False,False,False,False,False,47,False,False,True,False,False
USR50864,Ekansh Chandra,XUXKA2241X,9966523086005,1971-01-18 00:00:00,ASR,PUNJAB,33490.0,BUSINESS_OWNER,2024-05-05 21:01:01,VERIFIED,MEDIUM,True,False,False,False,False,False,False,False,55,False,False,False,False,False
USR47085,Chakrika Sandhu,LHRTU6415,569424962612,2001-07-02 00:00:00,MADRAS,TAMIL_NADU,10400.0,BUSINESS_OWNER,2024-05-20 00:00:00,REJECTED,LOW,False,True,False,False,False,False,False,False,25,False,True,False,False,False
USR86335,ROBERT PRASAD,MPVDI5028X,2128,,POONA,MAHARASHTRA,6724.0,FARMER,2026-03-26 06:58:00,VERIFIED,LOW,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR92804,Harrison Krishna,VEYCO0141J,,1960-06-28 07:30:24,DELHI,DELHI,20208.0,FARMER,2025-02-15 05:55:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,66,False,False,False,False,False
USR49898,Lila Bhatia,RRYYL6072M,3658,1977-05-15 00:00:00,ASR,PUNJAB,44709.0,UNEMPLOYED,2024-07-09 00:00:00,VERIFIED,MEDIUM,True,False,False,False,False,False,False,False,49,False,False,False,False,False
USR51040,Aarna Chander,,9861722508479,1987-01-13 00:00:00,AMRITSAR,PUNJAB,,STUDENT,2025-06-10 00:00:00,VERIFIED,MEDIUM,False,False,False,True,False,False,False,False,39,False,False,False,False,
USR49514,Sarthak Parsa,VAUFC0525X,511971236335,,AMRITSAR,PUNJAB,21117.0,SALARIED,2026-02-21 12:48:22,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR38513,Pahal Mishra,WYNFG6754,6203354387477,,HYD,TELANGANA,25111.0,UNEMPLOYED,2024-04-14 00:00:00,VERIFIED,MEDIUM,False,False,False,False,True,False,False,False,,False,False,False,False,False
USR72999,Balveer Grover,AMFZU9391M,924747142011,1993-03-22 00:00:00,LKO,UTTAR_PRADESH,73565.0,UNEMPLOYED,,VERIFIED,LOW,True,True,False,False,False,True,False,False,33,False,False,False,False,True
USR93488,Warda Gandhi,ZZNBE5070B,599602357363,1978-05-24 00:00:00,HYD,TELANGANA,,RETIRED,,VERIFIED,LOW,True,True,False,False,False,True,False,False,48,False,False,False,False,
USR82259,Raagini Bhagat,KLEET8677J,042218900703,2007-02-21 11:55:06,PUNE,MAHARASHTRA,28985.0,SALARIED,2026-03-21 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,19,False,False,False,False,False
USR44062,Nathan G011a,RYSXY5194Y,131966848557,1989-08-15 00:00:00,LUCKNOW,UTTAR_PRADESH,45871.0,STUDENT,,VERIFIED,HIGH,True,True,False,False,False,True,False,False,37,False,False,False,True,False
USR56409,Yug Pall,JXHGU9672Y,,,BOMBAY,MAHARASHTRA,58.9,SALARIED,2025-09-29 00:00:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,,False,False,False,False,False
USR17615,Urvi Chatterjee,FIFUS2368N,822169879448,2003-11-10 00:00:00,JAIPUR,RAJASTHAN,68362.0,FARMER,2025-05-15 00:00:00,PENDING,HIGH,True,True,False,False,False,False,False,False,22,False,False,True,True,True
USR36758,Yashodhara Kale,RMKMY8619T,903548006520,,KOLKATA,WEST_BENGAL,14171.0,STUDENT,2026-01-07 00:00:00,REJECTED,LOW,True,True,False,False,True,False,False,False,,False,True,False,False,False
USR51679,Ganga Mody,LEDHD3287C,480617374999,1965-12-15 00:00:00,BANGALORE,KARNATAKA,27978.0,SALARIED,2025-08-28 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,60,False,False,False,False,False
USR58015,Omisha Sarkar,UUNBN1723P,,1963-01-25 13:13:00,AMRITSAR,PUNJAB,,FREELANCER,2024-11-29 00:00:00,VERIFIED,LOW,True,False,True,False,False,False,False,False,63,False,False,False,False,
USR38089,Aadhya Badami,VWREW2361G,037496066467,1996-04-11 10:10:13,BENGALURU,KARNATAKA,,BUSINESS_OWNER,2025-10-21 00:00:00,PENDING,MEDIUM,True,True,True,False,False,False,False,False,30,False,False,True,False,
USR32111,Ayaan Samra,ZCFZX5798J,186900653785,1962-06-14 09:49:00,JPR,RAJASTHAN,55530.0,FARMER,2026-01-10 18:59:55,VERIFIED,LOW,True,True,False,False,False,False,False,False,64,False,False,False,False,False
USR48828,Aradhana Pingle,UTUBH9475O,789577836273,1963-09-06 00:00:00,LUDHIANA,PUNJAB,28376.0,STUDENT,2024-04-13 20:56:42,VERIFIED,LOW,True,True,False,False,False,False,False,False,63,False,False,False,False,False
USR57872,Chandran Setty,NBEJU3999B,398667870453,,MADRAS,TAMIL_NADU,,STUDENT,2024-05-12 20:18:50,VERIFIED,LOW,True,True,False,True,True,False,False,False,,False,False,False,False,
USR47238,Yashvi Amble,GBEUK9859D,787723584620,2003-04-25 00:00:00,DELHI,DELHI,15699.0,UNEMPLOYED,2025-03-18 21:31:34,VERIFIED,LOW,True,True,False,False,False,False,False,False,23,False,False,False,False,False
USR65592,GIRISH BHANDARI,XMBHL0893F,727637293653,,JPR,RAJASTHAN,33779.0,SALARIED,2025-01-28 04:34:33,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR17083,Rayaan Apte,YSLKA0073Z,5554,,NEW_DELHI,DELHI,53482.0,BUSINESS_OWNER,2024-08-19 08:04:00,VERIFIED,LOW,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR49568,Prisha More,KQKNG6512R,525803772859,2000-12-05 00:00:00,MUMBAY,MAHARASHTRA,15973.0,SALARIED,2025-02-28 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,25,False,False,False,False,False
USR61849,Champak Sani,HYCCT8971Z,844064585335,1987-10-26 00:00:00,BANGALORE,KARNATAKA,18042.0,SELF_EMPLOYED,2025-01-19 17:37:00,VERIFIED,HIGH,True,True,False,False,False,False,False,False,38,False,False,False,True,False
USR21925,ATHARV RAO,FXMEF6138F,263863556187,1989-03-13 00:00:00,JALANDAR,PUNJAB,16288.0,UNEMPLOYED,,VERIFIED,LOW,True,True,False,False,False,True,False,False,37,False,False,False,False,False
USR52880,Anthony Sahni,LVAMS2539O,106906661718,,AMRITSAR,PUNJAB,,UNEMPLOYED,,PENDING,LOW,True,True,False,True,True,False,False,False,,False,False,True,False,
USR99680,SamuelChad,LTHKE2597D,727494244173,,MUMBAI,MAHARASHTRA,,FARMER,2025-08-20 00:00:00,REJECTED,UNKNOWN,True,True,True,False,False,False,False,False,,False,True,False,False,
USR98967,Prisha Bassi,WKEYO8498N,142500783857,1981-09-10 01:28:37,AMRITSAR,PUNJAB,,SELF_EMPLOYED,2024-08-24 00:00:00,VERIFIED,HIGH,True,True,True,False,False,False,False,False,45,False,False,False,True,
USR51833,Samuel Sundaram,FCPLM7495L,1122,,CHENNAI,TAMIL_NADU,20010.0,SALARIED,2025-04-03 20:48:44,VERIFIED,HIGH,True,False,False,False,True,False,False,False,,False,False,False,True,False
USR32291,Samuel Dash,DAKCF0399K,690654216956,2006-01-24 00:00:00,LUDHIANA,PUNJAB,20.0,RETIRED,2025-08-30 00:00:00,PENDING,UNKNOWN,True,True,False,False,False,False,False,False,20,False,False,True,False,False
USR85826,DALAJA MANI,XQHWV1031E,414946743423,1991-05-22 00:00:00,MUMBAI,MAHARASHTRA,38119.0,RETIRED,2024-08-14 08:23:52,VERIFIED,LOW,True,True,False,False,False,False,False,False,35,False,False,False,False,False
USR52116,JAGVI JAIN,UIDGQ6355T,371009595762,1980-09-17 02:20:11,LUCKNOW,UTTAR_PRADESH,56951.0,BUSINESS_OWNER,2024-12-05 02:03:06,VERIFIED,LOW,True,True,False,False,False,False,False,False,45,False,False,False,False,False
USR94074,Bakhshi Purohit,ARNPW1653J,568230952835,1985-11-02 00:00:00,MUMBAI,MAHARASHTRA,14437.0,FARMER,2024-05-05 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,40,False,False,False,False,False
USR22098,Charan Ravel,WUVCQ1208O,355965389064,1964-05-31 11:38:00,LUDHIANA,PUNJAB,12106.0,SALARIED,2024-03-25 09:10:16,VERIFIED,LOW,True,True,False,False,False,False,False,False,62,False,False,False,False,False
USR11657,Bachittar Parsa,NBDWB5623E,840614298048,1997-12-14 00:00:00,LUCKNOW,UTTAR_PRADESH,14168.0,GIG_WORKER,2025-06-02 20:44:43,VERIFIED,LOW,True,True,False,False,False,False,False,False,28,False,False,False,False,False
USR82439,JACK TANDON,OIAKT4480W,338541991790,1968-10-07 00:00:00,MADRAS,TAMIL_NADU,71255.0,SALARIED,2025-05-22 14:28:27,VERIFIED,LOW,True,True,False,False,False,False,False,False,57,False,False,False,False,True
USR51372,Chandran Dugar,XRPPE3836M,550791646904,2004-03-31 22:05:46,MUMBAI,MAHARASHTRA,18345.0,UNEMPLOYED,2025-04-16 05:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,22,False,False,False,False,False
USR90557,Adya Sen,JURGM9328K,506704173201,1966-06-16 00:00:00,JALANDHAR,PUNJAB,15806.0,SELF_EMPLOYED,,PENDING,MEDIUM,True,True,False,False,False,True,False,False,60,False,False,True,False,False
